date,bucket_broad,bucket_granular,is_broad,rrg_type,RS_Ratio,RS_Momentum,Quadrant
2026-03-13,Large Cap_Property,Large Cap_Property_Retail REITs,False,weekly_10,88.84134344383868,99.06425352295014,Lagging
2026-03-13,Large Cap_Services,Large Cap_Services_Alternative Carriers,False,weekly_10,88.17837363726474,100.0206290141094,Improving
2026-03-13,Large Cap_Services,Large Cap_Services_Food Retail,False,weekly_10,115.30520723237679,118.56736522378009,Leading
2026-03-13,Large Cap_Services,Large Cap_Services_Integrated Telecommunication Services,False,weekly_10,103.44078997419457,97.29331096653266,Weakening
2026-03-13,Large Cap_Services,Large Cap_Services_Restaurants,False,weekly_10,83.52974081962347,87.60367559672008,Lagging
2026-03-13,Large Cap_Services,Large Cap_Services_Wireless Telecommunication Services,False,weekly_10,105.91462835384114,99.83654357019114,Weakening
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Asset Management & Custody Banks,False,weekly_10,127.2212903415479,112.62093977844893,Leading
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Consumer Finance,False,weekly_10,104.18638048132573,98.56824680309745,Weakening
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Diversified Banks,False,weekly_10,120.25260318775503,120.42584916912922,Leading
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Investment Banking & Brokerage,False,weekly_10,120.75689935334208,115.08890829960625,Leading
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Multi-Sector Holdings,False,weekly_10,110.29854023711763,103.82273542617357,Leading
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Property & Casualty Insurance,False,weekly_10,96.75267010744713,112.0711558323764,Improving
2026-03-13,Micro Cap_Financials,Micro Cap_Financials_Specialized Finance,False,weekly_10,94.31909047531879,101.07484175987105,Improving
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Agricultural Products & Services,False,weekly_10,121.80514058294017,109.73131558160958,Leading
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Construction Machinery & Heavy Transportation Equipment,False,weekly_10,81.60629415242418,108.58353658800509,Improving
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Construction Materials,False,weekly_10,104.07774816990543,107.73354108488712,Leading
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Independent Power Producers & Energy Traders,False,weekly_10,105.56014364855406,98.37668843781144,Weakening
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Industrial Machinery & Supplies & Components,False,weekly_10,123.214503375655,125.71474926985394,Leading
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Marine Transportation,False,weekly_10,96.17249762645649,105.83671954447428,Improving
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Packaged Foods & Meats,False,weekly_10,105.50898908405527,85.704606876815,Weakening
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Coal & Consumable Fuels,False,weekly_10,122.16149959579582,116.68426036117523,Leading
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Diversified Metals & Mining,False,weekly_10,100.3087149956821,91.89817335340146,Weakening
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Gold,False,weekly_10,91.57291767851342,100.20829099085391,Improving
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Integrated Oil & Gas,False,weekly_10,117.28163808097135,114.83664485718924,Leading
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Oil & Gas Exploration & Production,False,weekly_10,128.55967562608367,119.27670745848307,Leading
2026-03-13,Micro Cap_Property,Micro Cap_Property_Real Estate Development,False,weekly_10,114.40896452417084,106.02013991428618,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Broadcasting,False,weekly_10,99.79047445642613,112.58138295054843,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Casinos & Gaming,False,weekly_10,104.38721820854644,111.21119913398802,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Computer & Electronics Retail,False,weekly_10,115.25109053587741,108.63188161444045,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Electronic Equipment & Instruments,False,weekly_10,123.2193107917605,99.91521054743,Weakening
2026-03-13,Micro Cap_Services,Micro Cap_Services_Food Distributors,False,weekly_10,98.13595642806362,89.64383927268769,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Food Retail,False,weekly_10,119.34032470139407,101.76790745642458,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Health Care Distributors,False,weekly_10,85.33419248918757,85.976572299839,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Hotels Resorts & Cruise Lines,False,weekly_10,119.43188579965297,121.61578786359948,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Integrated Telecommunication Services,False,weekly_10,88.61942309384177,103.25969118254,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Internet Services & Infrastructure,False,weekly_10,93.29690231885408,108.78009044062166,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Publishing,False,weekly_10,95.47255952805752,97.7334028253737,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Restaurants,False,weekly_10,99.55345473066245,101.58936466614401,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Semiconductors,False,weekly_10,89.64248481974413,102.72062844681899,Improving
